Tracking ID,Tracking Date,Store Number,Product Description,Promotions,Total Sales
3002026,8/16/17,40,HOME AND KITCHEN II,6,9
3002027,8/16/17,40,HOME APPLIANCES,0,1
3002028,8/16/17,40,HOME CARE,14,210
3002031,8/16/17,40,LINGERIE,4,20
3002034,8/16/17,40,MEATS,0,120.335
3002035,8/16/17,40,PERSONAL CARE,18,144
3002038,8/16/17,40,POULTRY,0,145.491
3002039,8/16/17,40,PREPARED FOODS,0,43
3002040,8/16/17,40,PRODUCE,182,1946.614
3002042,8/16/17,40,SEAFOOD,0,5
3002046,8/16/17,41,BEVERAGES,21,618
3002048,8/16/17,41,BREAD/BAKERY,12,289.626
3002049,8/16/17,41,CELEBRATION,0,4
3002050,8/16/17,41,CLEANING,24,640
3002051,8/16/17,41,DAIRY,42,391
3002052,8/16/17,41,DELI,18,200.048
3002053,8/16/17,41,EGGS,1,94
3002054,8/16/17,41,FROZEN FOODS,1,118.998
3002055,8/16/17,41,GROCERY I,62,1913
3002061,8/16/17,41,HOME CARE,11,222
3002063,8/16/17,41,LAWN AND GARDEN,16,5
3002067,8/16/17,41,MEATS,0,103.837
3002068,8/16/17,41,PERSONAL CARE,17,389
3002069,8/16/17,41,PET SUPPLIES,0,6
3002071,8/16/17,41,POULTRY,1,145.053
3002072,8/16/17,41,PREPARED FOODS,0,46.353
3002073,8/16/17,41,PRODUCE,252,2
3002075,8/16/17,41,SEAFOOD,0,12
3002109,8/16/17,43,AUTOMOTIVE,0,4
3002112,8/16/17,43,BEVERAGES,41,1480
3002114,8/16/17,43,BREAD/BAKERY,16,164
3002116,8/16/17,43,CLEANING,30,611
3002117,8/16/17,43,DAIRY,146,300
3002118,8/16/17,43,DELI,18,127
3002119,8/16/17,43,EGGS,1,92
3002120,8/16/17,43,FROZEN FOODS,1,18.630001
3002121,8/16/17,43,GROCERY I,92,2158
3002125,8/16/17,43,HOME AND KITCHEN II,6,12
3002127,8/16/17,43,HOME CARE,13,228
3002133,8/16/17,43,MEATS,0,80.836
3002134,8/16/17,43,PERSONAL CARE,18,142
3002137,8/16/17,43,POULTRY,0,118.133995
3002138,8/16/17,43,PREPARED FOODS,0,84
3002139,8/16/17,43,PRODUCE,159,890.72
3002142,8/16/17,44,AUTOMOTIVE,0,34
3002145,8/16/17,44,BEVERAGES,23,8783
3002147,8/16/17,44,BREAD/BAKERY,13,1080.753
3002148,8/16/17,44,CELEBRATION,0,11
3002149,8/16/17,44,CLEANING,21,2404
3002150,8/16/17,44,DAIRY,38,2129
3002151,8/16/17,44,DELI,18,605.141
3002152,8/16/17,44,EGGS,1,745
3002153,8/16/17,44,FROZEN FOODS,1,525.873
3002154,8/16/17,44,GROCERY I,56,7764
3002155,8/16/17,44,GROCERY II,0,75
3002160,8/16/17,44,HOME CARE,11,615
3002166,8/16/17,44,MEATS,0,1504.193
3002167,8/16/17,44,PERSONAL CARE,19,416
3002169,8/16/17,44,PLAYERS AND ELECTRONICS,0,36
3002170,8/16/17,44,POULTRY,0,1565.993
3002171,8/16/17,44,PREPARED FOODS,0,613.183
3002172,8/16/17,44,PRODUCE,255,15184.537
3002174,8/16/17,44,SEAFOOD,0,145.82199
3002175,8/16/17,45,AUTOMOTIVE,0,14
3002178,8/16/17,45,BEVERAGES,24,3022
3002180,8/16/17,45,BREAD/BAKERY,12,861.942
3002181,8/16/17,45,CELEBRATION,0,26
3002182,8/16/17,45,CLEANING,22,1790
3002183,8/16/17,45,DAIRY,40,1741
3002184,8/16/17,45,DELI,18,592.109
3002185,8/16/17,45,EGGS,1,363
3002186,8/16/17,45,FROZEN FOODS,1,223.435
3002187,8/16/17,45,GROCERY I,59,6509
3002193,8/16/17,45,HOME CARE,11,789
3002199,8/16/17,45,MEATS,0,1599.408
3002200,8/16/17,45,PERSONAL CARE,19,409
3002202,8/16/17,45,PLAYERS AND ELECTRONICS,1,18
3002203,8/16/17,45,POULTRY,0,1571.412
3002204,8/16/17,45,PREPARED FOODS,0,276.04
3002205,8/16/17,45,PRODUCE,256,16
3002207,8/16/17,45,SEAFOOD,0,121.899
3002208,8/16/17,46,AUTOMOTIVE,0,17
3002211,8/16/17,46,BEVERAGES,19,4793
3002213,8/16/17,46,BREAD/BAKERY,12,748.534
3002214,8/16/17,46,CELEBRATION,0,17
3002215,8/16/17,46,CLEANING,23,1887
3002216,8/16/17,46,DAIRY,35,1540
3002217,8/16/17,46,DELI,18,851.216
3002218,8/16/17,46,EGGS,1,153
3002219,8/16/17,46,FROZEN FOODS,1,257.501
3002220,8/16/17,46,GROCERY I,60,6903
3002223,8/16/17,46,HOME AND KITCHEN I,2,43
3002226,8/16/17,46,HOME CARE,11,757
3002228,8/16/17,46,LAWN AND GARDEN,16,10
3002232,8/16/17,46,MEATS,0,1142.723
3002233,8/16/17,46,PERSONAL CARE,18,555
3002235,8/16/17,46,PLAYERS AND ELECTRONICS,1,38
3002236,8/16/17,46,POULTRY,0,1074.8201
3002237,8/16/17,46,PREPARED FOODS,0,170.36499
3002238,8/16/17,46,PRODUCE,255,2508.452
3002240,8/16/17,46,SEAFOOD,0,47.05
3002241,8/16/17,47,AUTOMOTIVE,0,33
3002244,8/16/17,47,BEVERAGES,22,3052
3002246,8/16/17,47,BREAD/BAKERY,12,1381.06
3002247,8/16/17,47,CELEBRATION,0,16
3002248,8/16/17,47,CLEANING,20,2076
3002249,8/16/17,47,DAIRY,36,2038
3002250,8/16/17,47,DELI,18,715.537
3002251,8/16/17,47,EGGS,1,345
3002252,8/16/17,47,FROZEN FOODS,1,260.854
3002253,8/16/17,47,GROCERY I,56,8134
3002259,8/16/17,47,HOME CARE,12,852
3002261,8/16/17,47,LAWN AND GARDEN,16,25
3002265,8/16/17,47,MEATS,0,1231.028
3002266,8/16/17,47,PERSONAL CARE,19,880
3002268,8/16/17,47,PLAYERS AND ELECTRONICS,0,10
3002269,8/16/17,47,POULTRY,1,1592.196
3002270,8/16/17,47,PREPARED FOODS,0,339.046
3002271,8/16/17,47,PRODUCE,256,8630.106
3002273,8/16/17,47,SEAFOOD,0,96.708
3002274,8/16/17,48,AUTOMOTIVE,0,11
3002277,8/16/17,48,BEVERAGES,22,1390
3002279,8/16/17,48,BREAD/BAKERY,13,437.845
3002280,8/16/17,48,CELEBRATION,0,25
3002281,8/16/17,48,CLEANING,21,1315
3002282,8/16/17,48,DAIRY,35,872
3002283,8/16/17,48,DELI,18,404.964
3002284,8/16/17,48,EGGS,1,62
3002285,8/16/17,48,FROZEN FOODS,1,119.081
3002286,8/16/17,48,GROCERY I,63,4600
3002288,8/16/17,48,HARDWARE,0,3
3002292,8/16/17,48,HOME CARE,11,822
3002298,8/16/17,48,MEATS,0,1003.731
3002299,8/16/17,48,PERSONAL CARE,17,500
3002301,8/16/17,48,PLAYERS AND ELECTRONICS,2,22
3002302,8/16/17,48,POULTRY,1,754.414
3002303,8/16/17,48,PREPARED FOODS,0,117.881
3002304,8/16/17,48,PRODUCE,254,2135.061
3002306,8/16/17,48,SEAFOOD,0,11.071
3002307,8/16/17,49,AUTOMOTIVE,0,12
3002310,8/16/17,49,BEVERAGES,22,6090
3002312,8/16/17,49,BREAD/BAKERY,12,716.128
3002314,8/16/17,49,CLEANING,22,1550
3002315,8/16/17,49,DAIRY,38,1716
3002316,8/16/17,49,DELI,18,313.102
3002317,8/16/17,49,EGGS,1,375
3002318,8/16/17,49,FROZEN FOODS,1,307.788
3002319,8/16/17,49,GROCERY I,60,5463
3002325,8/16/17,49,HOME CARE,10,358
3002327,8/16/17,49,LAWN AND GARDEN,16,15
3002331,8/16/17,49,MEATS,0,983.105
3002332,8/16/17,49,PERSONAL CARE,20,270
3002334,8/16/17,49,PLAYERS AND ELECTRONICS,0,30
3002335,8/16/17,49,POULTRY,0,1041.163
3002336,8/16/17,49,PREPARED FOODS,0,326.18
3002337,8/16/17,49,PRODUCE,255,8248.459
3002339,8/16/17,49,SEAFOOD,0,96.911
3002343,8/16/17,5,BEVERAGES,20,681
3002345,8/16/17,5,BREAD/BAKERY,12,275.637
3002346,8/16/17,5,CELEBRATION,0,27
3002347,8/16/17,5,CLEANING,24,838
3002348,8/16/17,5,DAIRY,42,510
3002349,8/16/17,5,DELI,18,305.384
3002350,8/16/17,5,EGGS,1,117
3002351,8/16/17,5,FROZEN FOODS,1,125.135
3002352,8/16/17,5,GROCERY I,64,2713
3002358,8/16/17,5,HOME CARE,11,337
3002360,8/16/17,5,LAWN AND GARDEN,16,1
3002364,8/16/17,5,MEATS,0,279.986
3002365,8/16/17,5,PERSONAL CARE,17,256
3002368,8/16/17,5,POULTRY,0,241.7
3002369,8/16/17,5,PREPARED FOODS,0,78.573
3002370,8/16/17,5,PRODUCE,255,4
3002372,8/16/17,5,SEAFOOD,0,30.582
3002373,8/16/17,50,AUTOMOTIVE,0,17
3002376,8/16/17,50,BEVERAGES,23,1463
3002378,8/16/17,50,BREAD/BAKERY,12,466.783
3002379,8/16/17,50,CELEBRATION,0,29
3002380,8/16/17,50,CLEANING,20,1421
3002381,8/16/17,50,DAIRY,39,1094
3002382,8/16/17,50,DELI,18,368.328
3002383,8/16/17,50,EGGS,1,103
3002384,8/16/17,50,FROZEN FOODS,1,123
3002385,8/16/17,50,GROCERY I,60,5329
3002389,8/16/17,50,HOME AND KITCHEN II,6,29
3002391,8/16/17,50,HOME CARE,11,505
3002397,8/16/17,50,MEATS,0,521.215
3002398,8/16/17,50,PERSONAL CARE,17,295
3002400,8/16/17,50,PLAYERS AND ELECTRONICS,0,21
3002401,8/16/17,50,POULTRY,1,531.095
3002402,8/16/17,50,PREPARED FOODS,0,116.573
3002403,8/16/17,50,PRODUCE,256,2931.032
3002405,8/16/17,50,SEAFOOD,0,29.085001
3002409,8/16/17,51,BEVERAGES,23,7311
3002411,8/16/17,51,BREAD/BAKERY,12,1148.096
3002412,8/16/17,51,CELEBRATION,0,8
3002413,8/16/17,51,CLEANING,25,2098
3002414,8/16/17,51,DAIRY,40,2104
3002415,8/16/17,51,DELI,18,328.069
3002416,8/16/17,51,EGGS,1,367
3002417,8/16/17,51,FROZEN FOODS,1,628.92
3002418,8/16/17,51,GROCERY I,64,6223
3002421,8/16/17,51,HOME AND KITCHEN I,2,5
3002424,8/16/17,51,HOME CARE,12,400
3002426,8/16/17,51,LAWN AND GARDEN,16,6
3002430,8/16/17,51,MEATS,0,509.478
3002431,8/16/17,51,PERSONAL CARE,18,544
3002433,8/16/17,51,PLAYERS AND ELECTRONICS,0,20
3002434,8/16/17,51,POULTRY,0,694.898
3002435,8/16/17,51,PREPARED FOODS,0,200
3002436,8/16/17,51,PRODUCE,254,9940.145
3002438,8/16/17,51,SEAFOOD,0,111.006
3002475,8/16/17,53,BEVERAGES,21,510
3002477,8/16/17,53,BREAD/BAKERY,12,335.096
3002478,8/16/17,53,CELEBRATION,0,6
3002479,8/16/17,53,CLEANING,21,489
3002480,8/16/17,53,DAIRY,42,335
3002481,8/16/17,53,DELI,18,110.476
3002482,8/16/17,53,EGGS,1,48
3002483,8/16/17,53,FROZEN FOODS,1,141
3002484,8/16/17,53,GROCERY I,65,1557
3002490,8/16/17,53,HOME CARE,13,204
3002496,8/16/17,53,MEATS,0,236.905
3002497,8/16/17,53,PERSONAL CARE,16,136
3002499,8/16/17,53,PLAYERS AND ELECTRONICS,0,12
3002500,8/16/17,53,POULTRY,0,164.829
3002501,8/16/17,53,PREPARED FOODS,0,56.444
3002502,8/16/17,53,PRODUCE,255,2711.263
3002504,8/16/17,53,SEAFOOD,0,5
3002505,8/16/17,54,AUTOMOTIVE,0,2
3002507,8/16/17,54,BEAUTY,2,1
3002508,8/16/17,54,BEVERAGES,37,872
3002510,8/16/17,54,BREAD/BAKERY,13,136
3002511,8/16/17,54,CELEBRATION,0,1
3002512,8/16/17,54,CLEANING,34,611
3002513,8/16/17,54,DAIRY,92,154
3002514,8/16/17,54,DELI,19,143
3002515,8/16/17,54,EGGS,1,30
3002516,8/16/17,54,FROZEN FOODS,1,10.166
3002517,8/16/17,54,GROCERY I,106,1519
3002518,8/16/17,54,GROCERY II,0,6
3002519,8/16/17,54,HARDWARE,0,2
3002520,8/16/17,54,HOME AND KITCHEN I,2,14
3002521,8/16/17,54,HOME AND KITCHEN II,6,11
3002523,8/16/17,54,HOME CARE,15,138
3002526,8/16/17,54,LINGERIE,4,9
3002529,8/16/17,54,MEATS,0,58.312
3002530,8/16/17,54,PERSONAL CARE,17,122
3002533,8/16/17,54,POULTRY,0,34.337
3002534,8/16/17,54,PREPARED FOODS,0,99
3002535,8/16/17,54,PRODUCE,225,653.491
3002537,8/16/17,54,SEAFOOD,0,3
3002540,8/16/17,6,BEAUTY,2,3
3002541,8/16/17,6,BEVERAGES,21,1050
3002543,8/16/17,6,BREAD/BAKERY,12,346.316
3002544,8/16/17,6,CELEBRATION,0,11
3002545,8/16/17,6,CLEANING,23,797
3002546,8/16/17,6,DAIRY,38,715
3002547,8/16/17,6,DELI,18,230.665
3002548,8/16/17,6,EGGS,1,144
3002549,8/16/17,6,FROZEN FOODS,1,135
3002550,8/16/17,6,GROCERY I,60,3073
3002556,8/16/17,6,HOME CARE,10,373
3002558,8/16/17,6,LAWN AND GARDEN,16,7
3002560,8/16/17,6,LIQUOR WINE BEER,10,59
3002562,8/16/17,6,MEATS,0,595.626
3002563,8/16/17,6,PERSONAL CARE,18,401
3002566,8/16/17,6,POULTRY,0,870.827
3002567,8/16/17,6,PREPARED FOODS,0,162.702
3002568,8/16/17,6,PRODUCE,252,29
3002570,8/16/17,6,SEAFOOD,0,40.726
3002574,8/16/17,7,BEVERAGES,23,2272
3002576,8/16/17,7,BREAD/BAKERY,12,518.276
3002577,8/16/17,7,CELEBRATION,0,17
3002578,8/16/17,7,CLEANING,22,1059
3002579,8/16/17,7,DAIRY,46,1025
3002580,8/16/17,7,DELI,18,163.209
3002581,8/16/17,7,EGGS,1,263
3002582,8/16/17,7,FROZEN FOODS,1,208
3002583,8/16/17,7,GROCERY I,64,3906
3002589,8/16/17,7,HOME CARE,12,308
3002591,8/16/17,7,LAWN AND GARDEN,16,24
3002595,8/16/17,7,MEATS,0,696.255
3002596,8/16/17,7,PERSONAL CARE,18,230
3002598,8/16/17,7,PLAYERS AND ELECTRONICS,0,14
3002599,8/16/17,7,POULTRY,0,887.265
3002600,8/16/17,7,PREPARED FOODS,0,212.95801
3002601,8/16/17,7,PRODUCE,254,2
3002603,8/16/17,7,SEAFOOD,0,72.985
3002607,8/16/17,8,BEVERAGES,24,1600
3002609,8/16/17,8,BREAD/BAKERY,12,509.29102
3002611,8/16/17,8,CLEANING,23,1200
3002612,8/16/17,8,DAIRY,37,1376
3002613,8/16/17,8,DELI,18,282.744
3002614,8/16/17,8,EGGS,1,358
3002615,8/16/17,8,FROZEN FOODS,1,170
3002616,8/16/17,8,GROCERY I,60,3998
3002622,8/16/17,8,HOME CARE,12,365
3002624,8/16/17,8,LAWN AND GARDEN,16,15
3002628,8/16/17,8,MEATS,0,1129.43
3002629,8/16/17,8,PERSONAL CARE,18,254
3002631,8/16/17,8,PLAYERS AND ELECTRONICS,0,12
3002632,8/16/17,8,POULTRY,0,588.473
3002633,8/16/17,8,PREPARED FOODS,0,226.95
3002634,8/16/17,8,PRODUCE,252,1
3002636,8/16/17,8,SEAFOOD,0,73.304
3002637,8/16/17,9,AUTOMOTIVE,0,21
3002640,8/16/17,9,BEVERAGES,42,2217
3002642,8/16/17,9,BREAD/BAKERY,13,521
3002644,8/16/17,9,CLEANING,32,1752
3002645,8/16/17,9,DAIRY,154,584
3002646,8/16/17,9,DELI,18,602.9347
3002647,8/16/17,9,EGGS,1,136
3002648,8/16/17,9,FROZEN FOODS,1,61.495
3002649,8/16/17,9,GROCERY I,94,7685
3002650,8/16/17,9,GROCERY II,0,18
3002652,8/16/17,9,HOME AND KITCHEN I,2,44
3002655,8/16/17,9,HOME CARE,15,696
3002656,8/16/17,9,LADIESWEAR,0,14
3002657,8/16/17,9,LAWN AND GARDEN,14,3
3002661,8/16/17,9,MEATS,0,404.3831
3002662,8/16/17,9,PERSONAL CARE,19,334
3002665,8/16/17,9,POULTRY,0,613.71704
3002666,8/16/17,9,PREPARED FOODS,1,56.86
3002667,8/16/17,9,PRODUCE,158,1906.603
3002669,8/16/17,9,SEAFOOD,0,22.9274
3002673,8/17/17,1,BEVERAGES,17,2803
3002675,8/17/17,1,BREAD/BAKERY,7,232.343
3002676,8/17/17,1,CELEBRATION,0,13
3002677,8/17/17,1,CLEANING,7,720
3002678,8/17/17,1,DAIRY,13,710
3002679,8/17/17,1,DELI,7,144.572
3002680,8/17/17,1,EGGS,0,163
3002681,8/17/17,1,FROZEN FOODS,0,97
3002682,8/17/17,1,GROCERY I,33,2327
3002688,8/17/17,1,HOME CARE,7,211
3002690,8/17/17,1,LAWN AND GARDEN,0,20
3002694,8/17/17,1,MEATS,0,712.06
3002695,8/17/17,1,PERSONAL CARE,7,145
3002697,8/17/17,1,PLAYERS AND ELECTRONICS,0,7
3002698,8/17/17,1,POULTRY,1,709.636
3002699,8/17/17,1,PREPARED FOODS,0,127.85
3002700,8/17/17,1,PRODUCE,6,3951.501
3002702,8/17/17,1,SEAFOOD,0,30.559
3002703,8/17/17,10,AUTOMOTIVE,0,5
3002705,8/17/17,10,BEAUTY,1,1
3002706,8/17/17,10,BEVERAGES,16,370
3002708,8/17/17,10,BREAD/BAKERY,4,112
3002710,8/17/17,10,CLEANING,16,776
3002711,8/17/17,10,DAIRY,3,336
3002712,8/17/17,10,DELI,2,205
3002713,8/17/17,10,EGGS,1,11
3002714,8/17/17,10,FROZEN FOODS,0,50.571
3002715,8/17/17,10,GROCERY I,52,2463
3002717,8/17/17,10,HARDWARE,0,2
3002718,8/17/17,10,HOME AND KITCHEN I,0,24
3002721,8/17/17,10,HOME CARE,6,310
3002724,8/17/17,10,LINGERIE,0,6
3002727,8/17/17,10,MEATS,18,205.056
3002728,8/17/17,10,PERSONAL CARE,9,131
3002731,8/17/17,10,POULTRY,0,216.878
3002732,8/17/17,10,PREPARED FOODS,0,19
3002733,8/17/17,10,PRODUCE,1,351.215
3002735,8/17/17,10,SEAFOOD,0,5
3002736,8/17/17,11,AUTOMOTIVE,0,6
3002739,8/17/17,11,BEVERAGES,31,1836
3002741,8/17/17,11,BREAD/BAKERY,8,576
3002742,8/17/17,11,CELEBRATION,0,31
3002743,8/17/17,11,CLEANING,25,1189
3002744,8/17/17,11,DAIRY,11,320
3002745,8/17/17,11,DELI,10,244.813
3002746,8/17/17,11,EGGS,1,88
3002747,8/17/17,11,FROZEN FOODS,0,52
3002748,8/17/17,11,GROCERY I,65,6304.683
3002749,8/17/17,11,GROCERY II,0,21
3002751,8/17/17,11,HOME AND KITCHEN I,2,13
3002752,8/17/17,11,HOME AND KITCHEN II,2,13
3002754,8/17/17,11,HOME CARE,11,933
3002755,8/17/17,11,LADIESWEAR,0,16
3002757,8/17/17,11,LINGERIE,0,14
3002758,8/17/17,11,LIQUOR WINE BEER,1,81
3002760,8/17/17,11,MEATS,20,694.64
3002761,8/17/17,11,PERSONAL CARE,11,234
3002763,8/17/17,11,PLAYERS AND ELECTRONICS,0,10
3002764,8/17/17,11,POULTRY,1,776.195
3002765,8/17/17,11,PREPARED FOODS,0,41
3002766,8/17/17,11,PRODUCE,1,1988.468
3002768,8/17/17,11,SEAFOOD,0,14
3002769,8/17/17,12,AUTOMOTIVE,0,9
3002772,8/17/17,12,BEVERAGES,22,517
3002774,8/17/17,12,BREAD/BAKERY,4,152
3002776,8/17/17,12,CLEANING,14,695
3002777,8/17/17,12,DAIRY,12,272
3002778,8/17/17,12,DELI,6,120
3002779,8/17/17,12,EGGS,1,70
3002780,8/17/17,12,FROZEN FOODS,0,52
3002781,8/17/17,12,GROCERY I,53,2088
3002793,8/17/17,12,MEATS,20,159.299
3002794,8/17/17,12,PERSONAL CARE,6,213
3002796,8/17/17,12,PLAYERS AND ELECTRONICS,0,6
3002797,8/17/17,12,POULTRY,0,305.056
3002799,8/17/17,12,PRODUCE,1,341.653
3002805,8/17/17,13,BEVERAGES,17,453
3002807,8/17/17,13,BREAD/BAKERY,7,103
3002809,8/17/17,13,CLEANING,14,594
3002810,8/17/17,13,DAIRY,3,238
3002811,8/17/17,13,DELI,2,85
3002812,8/17/17,13,EGGS,1,54
3002813,8/17/17,13,FROZEN FOODS,0,15
3002814,8/17/17,13,GROCERY I,45,1654
3002821,8/17/17,13,LADIESWEAR,0,5
3002826,8/17/17,13,MEATS,16,131.586
3002827,8/17/17,13,PERSONAL CARE,7,143
3002830,8/17/17,13,POULTRY,0,135.026
3002831,8/17/17,13,PREPARED FOODS,0,14
3002832,8/17/17,13,PRODUCE,1,299.712
3002835,8/17/17,14,AUTOMOTIVE,0,4
3002838,8/17/17,14,BEVERAGES,21,441
3002840,8/17/17,14,BREAD/BAKERY,7,174
3002841,8/17/17,14,CELEBRATION,0,4
3002842,8/17/17,14,CLEANING,19,816
3002843,8/17/17,14,DAIRY,8,483
3002844,8/17/17,14,DELI,3,131
3002845,8/17/17,14,EGGS,1,41
3002846,8/17/17,14,FROZEN FOODS,1,13
3002847,8/17/17,14,GROCERY I,52,1907
3002850,8/17/17,14,HOME AND KITCHEN I,0,8
3002856,8/17/17,14,LINGERIE,0,5
3002857,8/17/17,14,LIQUOR WINE BEER,0,7
3002859,8/17/17,14,MEATS,12,381.589
3002860,8/17/17,14,PERSONAL CARE,8,194
3002863,8/17/17,14,POULTRY,0,86.333
3002864,8/17/17,14,PREPARED FOODS,0,38
3002865,8/17/17,14,PRODUCE,1,479.677
3002868,8/17/17,15,AUTOMOTIVE,0,8
3002870,8/17/17,15,BEAUTY,1,1
3002871,8/17/17,15,BEVERAGES,27,612
3002873,8/17/17,15,BREAD/BAKERY,7,199
3002874,8/17/17,15,CELEBRATION,0,4
3002875,8/17/17,15,CLEANING,19,620
3002876,8/17/17,15,DAIRY,9,329
3002877,8/17/17,15,DELI,9,262
3002878,8/17/17,15,EGGS,1,55
3002879,8/17/17,15,FROZEN FOODS,1,23
3002880,8/17/17,15,GROCERY I,68,3720
3002886,8/17/17,15,HOME CARE,9,233
3002887,8/17/17,15,LADIESWEAR,0,12
3002889,8/17/17,15,LINGERIE,0,1
3002890,8/17/17,15,LIQUOR WINE BEER,1,35
3002892,8/17/17,15,MEATS,15,149.201
3002893,8/17/17,15,PERSONAL CARE,8,180
3002896,8/17/17,15,POULTRY,0,97.654
3002897,8/17/17,15,PREPARED FOODS,1,20
3002898,8/17/17,15,PRODUCE,0,903.658
3002900,8/17/17,15,SEAFOOD,0,3
3002901,8/17/17,16,AUTOMOTIVE,0,5
3002904,8/17/17,16,BEVERAGES,19,401
3002906,8/17/17,16,BREAD/BAKERY,6,181
3002908,8/17/17,16,CLEANING,16,838
3002909,8/17/17,16,DAIRY,7,508
3002910,8/17/17,16,DELI,4,221
3002911,8/17/17,16,EGGS,1,258
3002912,8/17/17,16,FROZEN FOODS,0,12
3002913,8/17/17,16,GROCERY I,46,2578
3002917,8/17/17,16,HOME AND KITCHEN II,0,9
3002925,8/17/17,16,MEATS,13,68.885
3002926,8/17/17,16,PERSONAL CARE,6,164
3002929,8/17/17,16,POULTRY,0,76.512
3002930,8/17/17,16,PREPARED FOODS,0,62
3002931,8/17/17,16,PRODUCE,0,1062.49
3002933,8/17/17,16,SEAFOOD,0,5
3002934,8/17/17,17,AUTOMOTIVE,0,5
3002937,8/17/17,17,BEVERAGES,19,1173
3002939,8/17/17,17,BREAD/BAKERY,6,204
3002941,8/17/17,17,CLEANING,14,772
3002942,8/17/17,17,DAIRY,15,404
3002943,8/17/17,17,DELI,7,232
3002944,8/17/17,17,EGGS,1,72
3002945,8/17/17,17,FROZEN FOODS,0,29
3002946,8/17/17,17,GROCERY I,53,2576
3002949,8/17/17,17,HOME AND KITCHEN I,0,19
3002952,8/17/17,17,HOME CARE,6,267
3002958,8/17/17,17,MEATS,19,220.509
3002959,8/17/17,17,PERSONAL CARE,9,130
3002962,8/17/17,17,POULTRY,1,348.53
3002963,8/17/17,17,PREPARED FOODS,0,59
3002964,8/17/17,17,PRODUCE,0,1054.232
3002966,8/17/17,17,SEAFOOD,0,20
3002967,8/17/17,18,AUTOMOTIVE,0,2
3002970,8/17/17,18,BEVERAGES,24,952
3002972,8/17/17,18,BREAD/BAKERY,9,656
3002974,8/17/17,18,CLEANING,15,602
3002975,8/17/17,18,DAIRY,20,444
3002976,8/17/17,18,DELI,9,154.771
3002977,8/17/17,18,EGGS,1,112
3002978,8/17/17,18,FROZEN FOODS,0,28
3002979,8/17/17,18,GROCERY I,61,1607.357
3002985,8/17/17,18,HOME CARE,12,204
3002991,8/17/17,18,MEATS,19,162.8255
3002992,8/17/17,18,PERSONAL CARE,8,118
3002995,8/17/17,18,POULTRY,0,165.4432
3002996,8/17/17,18,PREPARED FOODS,0,45
3002997,8/17/17,18,PRODUCE,1,2035.715
3002999,8/17/17,18,SEAFOOD,0,7.6296
3003003,8/17/17,19,BEVERAGES,15,1060
3003005,8/17/17,19,BREAD/BAKERY,6,222
3003007,8/17/17,19,CLEANING,17,1342
3003008,8/17/17,19,DAIRY,8,444
3003009,8/17/17,19,DELI,3,146
3003010,8/17/17,19,EGGS,1,243
3003011,8/17/17,19,FROZEN FOODS,0,31
3003012,8/17/17,19,GROCERY I,47,1987
3003018,8/17/17,19,HOME CARE,3,258
3003024,8/17/17,19,MEATS,13,140.98401
3003025,8/17/17,19,PERSONAL CARE,9,175
3003026,8/17/17,19,PET SUPPLIES,0,1
3003028,8/17/17,19,POULTRY,0,96.194
3003029,8/17/17,19,PREPARED FOODS,0,26
3003030,8/17/17,19,PRODUCE,1,424.717
3003036,8/17/17,2,BEVERAGES,13,1044
3003038,8/17/17,2,BREAD/BAKERY,12,338.022
3003039,8/17/17,2,CELEBRATION,0,10
3003040,8/17/17,2,CLEANING,9,838
3003041,8/17/17,2,DAIRY,15,827
3003042,8/17/17,2,DELI,7,232.299
3003043,8/17/17,2,EGGS,0,187
3003044,8/17/17,2,FROZEN FOODS,0,117
3003045,8/17/17,2,GROCERY I,36,3052
3003051,8/17/17,2,HOME CARE,5,294
3003053,8/17/17,2,LAWN AND GARDEN,0,9
3003056,8/17/17,2,MAGAZINES,0,3
3003057,8/17/17,2,MEATS,0,388.863
3003058,8/17/17,2,PERSONAL CARE,8,242
3003060,8/17/17,2,PLAYERS AND ELECTRONICS,0,8
3003061,8/17/17,2,POULTRY,0,713.881
3003062,8/17/17,2,PREPARED FOODS,0,122.783005
3003063,8/17/17,2,PRODUCE,5,37
3003065,8/17/17,2,SEAFOOD,0,33.77
3003168,8/17/17,23,BEVERAGES,12,397
3003170,8/17/17,23,BREAD/BAKERY,10,226.65
3003172,8/17/17,23,CLEANING,8,589
3003173,8/17/17,23,DAIRY,12,494
3003174,8/17/17,23,DELI,7,102.628
3003175,8/17/17,23,EGGS,0,45
3003176,8/17/17,23,FROZEN FOODS,0,81
3003177,8/17/17,23,GROCERY I,28,1557
3003183,8/17/17,23,HOME CARE,3,178
3003189,8/17/17,23,MEATS,0,555.362
3003190,8/17/17,23,PERSONAL CARE,8,218
3003192,8/17/17,23,PLAYERS AND ELECTRONICS,0,8
3003193,8/17/17,23,POULTRY,0,460.176
3003194,8/17/17,23,PREPARED FOODS,0,53.551
3003195,8/17/17,23,PRODUCE,5,3
3003197,8/17/17,23,SEAFOOD,0,21.391
3003201,8/17/17,24,BEVERAGES,1,2678
3003203,8/17/17,24,BREAD/BAKERY,0,720.787
3003205,8/17/17,24,CLEANING,0,858
3003206,8/17/17,24,DAIRY,0,905
3003207,8/17/17,24,DELI,0,193.168
3003208,8/17/17,24,EGGS,0,181
3003209,8/17/17,24,FROZEN FOODS,0,171.753
